title,instructor,rating,reviews_count,description,duration,what_you_learn,tag,level,price,thumbnail_url,external_id,scraped_date,url,video_hours,reading_count,assignment_count
AI for App Building,Google Career Certificates,N/A,863,"Wish you could build a tool to make your workday a little easier, but don’t know where to start?  This course teaches you how to build with AI by vibe coding, the process of developing code using natural language. You’ll start by analyzing your professional workflow to identify an opportunity where an app can have the biggest impact. Then, you’ll build it to solve that exact challenge. You’ll also learn the common pitfalls of vibe coding to ensure you are developing responsibly. Show off your advanced AI skills by sharing your app and testing it at work.",N/A,"AI Personalization, AI Enablement, Responsible AI, Artificial Intelligence","AI Personalization, AI Enablement, Responsible AI, Artificial Intelligence",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-ai-for-app-building/XDP~COURSE!~google-ai-for-app-building.jpeg,google-ai-for-app-building,2026-04-26,https://www.coursera.org/learn/google-ai-for-app-building,11,7,2
Ask Questions to Make Data-Driven Decisions,Google Career Certificates,N/A,35208,"Learners who complete this certificate program will be equipped to apply for introductory-level jobs as data analysts. No previous experience is necessary.

By the end of this course, you will:
- Learn about effective questioning techniques that can help guide analysis. 
- Gain an understanding of data-driven decision-making and how data analysts present findings.
- Explore a variety of real-world business scenarios as an example of questioning and decision-making.
- Discover how and why spreadsheets are an important tool for data analysts.
- Examine the key ideas associated with structured thinking and how they can help analysts better understand problems and develop solutions.
- Learn strategies for managing the expectations of stakeholders while establishing clear communication with a data analytics team to achieve business objectives.",2 weeks at 10 hours a week,"Data Entry, Stakeholder Communications, Expectation Management, Quantitative Research, Analysis, Stakeholder Management, Data-Driven Decision-Making, Data Analysis, Communication Strategies, Show all","Data Entry, Stakeholder Communications, Expectation Management, Quantitative Research, Analysis",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ask-questions-make-decisions/XDP~COURSE!~ask-questions-make-decisions.jpeg,ask-questions-make-decisions,2026-04-26,https://www.coursera.org/learn/ask-questions-make-decisions,152,30,24
Prepare Data for Exploration,Google Career Certificates,N/A,23187,"Learners who complete this certificate program will be equipped to apply for introductory-level jobs as data analysts. No previous experience is necessary.

By the end of this course, learners will:
- Find out how analysts decide what data to collect for analysis.
- Learn about structured and unstructured data, data types, and data formats.
- Discover how to identify different types of bias in data to help ensure data credibility. 
- Explore how analysts use spreadsheets and SQL within databases and data sets.
- Examine open data and the relationship between, and importance of, data ethics and data privacy.
- Gain an understanding of how to access databases and extract, filter, and sort the data they contain.
- Learn best practices for organizing data and keeping it secure.",2 weeks at 10 hours a week,"Data Security, Unstructured Data, Metadata Management, Data Management, Data Collection, Data Quality, Data Access, Data Ethics, SQL, Databases, File Management","Data Security, Unstructured Data, Metadata Management, Data Management, Data Collection",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-preparation/XDP~COURSE!~data-preparation.jpeg,data-preparation,2026-04-26,https://www.coursera.org/learn/data-preparation,118,34,29
Process Data from Dirty to Clean,Google Career Certificates,N/A,18825,"This is the fourth course in the Google Data Analytics Certificate. In this course, you’ll continue to build your understanding of data analytics and the concepts and tools that data analysts use in their work. You’ll learn how to check and clean your data using spreadsheets and SQL, as well as how to verify and report your data cleaning results. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",2 weeks at 10 hours a week,"Data Validation, Data Transformation, Data Quality, Spreadsheet Software, Analytics, Sampling (Statistics), SQL, Data Integrity, Data Cleansing, Sample Size Determination","Data Validation, Data Transformation, Data Quality, Spreadsheet Software, Analytics",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~process-data/XDP~COURSE!~process-data.jpeg,process-data,2026-04-26,https://www.coursera.org/learn/process-data,186,37,21
Analyze Data to Answer Questions,Google Career Certificates,N/A,12213,"This is the fifth course in the Google Data Analytics Certificate. In this course, you’ll explore what it means to actually analyze your data. You’ll take what you’ve learned up to this point and apply it to make sense of the data you’ve collected. You’ll learn how to organize and format your data using spreadsheets and SQL to help you look at and think about your data in different ways. You’ll also find out how to perform complex calculations with your data to address business objectives. You’ll learn how to use formulas, functions, and SQL queries as you conduct your analysis. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",3 weeks at 10 hours a week,"Spreadsheet Software, Data Integration, Data Analysis, Analytics, Data Validation, SQL, Data Compilation, User Feedback, Data Manipulation, Pivot Tables And Charts, Data Transformation, Excel Formulas","Spreadsheet Software, Data Integration, Data Analysis, Analytics, Data Validation",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~analyze-data/XDP~COURSE!~analyze-data.jpeg,analyze-data,2026-04-26,https://www.coursera.org/learn/analyze-data,186,45,30
Share Data Through the Art of Visualization,Google Career Certificates,N/A,9968,"Learners who complete this certificate program will be equipped to apply for introductory-level jobs as data analysts. No previous experience is necessary.

By the end of this course, learners will:
- Understand the importance of data visualization.
- Learn how to form a compelling narrative through data stories.
- Gain an understanding of how to use Tableau to create dashboards and dashboard filters.
- Discover how to use Tableau to create effective visualizations. 
- Explore the principles and practices involved with effective presentations.
- Learn how to consider potential limitations associated with the data in your presentations.
- Understand how to apply best practices to a Q&A with your audience.",2 weeks at 10 hours a week,"Data Visualization, Tableau Software, Data Visualization Software, Interactive Data Visualization, Data Presentation, Design Elements And Principles, Data Analysis, Driving engagement, Show all","Data Visualization, Tableau Software, Data Visualization Software, Interactive Data Visualization, Data Presentation",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~visualize-data/XDP~COURSE!~visualize-data.jpeg,visualize-data,2026-04-26,https://www.coursera.org/learn/visualize-data,192,33,24
Introduction to Data Analysis Using Python,Google Career Certificates,N/A,79,"Google employees who currently work in the field will guide you through this course by providing hands-on activities that simulate relevant tasks, sharing examples from their day-to-day work, and helping you enhance your data analytics skills to prepare for your career. 

Learners who complete this certificate program will be equipped to apply for introductory-level jobs as data analysts. No previous experience is necessary.

By the end of this course, you will:
-Define what a programming language is and why Python is used by data scientists
-Create Python scripts to display data and perform operations
-Control the flow of programs using conditions and functions
-Utilize different types of loops when performing repeated operations
-Identify data types such as integers, floats, strings, and booleans
-Manipulate data structures such as , lists, tuples, dictionaries, and sets
-Import and use Python libraries such as NumPy and pandas",3 weeks at 10 hours a week,"Data Analysis, Data Manipulation, Object Oriented Programming (OOP), Data Cleansing, Analytics, Data Structures, Code Reusability, Scripting, Programming Principles, Analytical Skills","Data Analysis, Data Manipulation, Object Oriented Programming (OOP), Data Cleansing, Analytics",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-data-analysis-using-python/XDP~COURSE!~introduction-to-data-analysis-using-python.jpeg,introduction-to-data-analysis-using-python,2026-04-26,https://www.coursera.org/learn/introduction-to-data-analysis-using-python,215,34,16
Google Data Analytics Capstone: Complete a Case Study,Google Career Certificates,N/A,19538,"This course is the eighth course in the Google Data Analytics Certificate. You’ll have the opportunity to complete a case study, which will help prepare you for your data analytics job hunt. Case studies are commonly used by employers to assess analytical skills. For your case study, you’ll choose an analytics-based scenario. You’ll then ask questions, prepare, process, analyze, visualize and act on the data from the scenario. You’ll also learn about useful job hunting skills, common interview questions and responses, and materials to build a portfolio online. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",1 week at 10 hours a week,"Analysis, Spreadsheet Software, Case Studies, Data Analysis, Analytical Skills, Presentations, Artificial Intelligence, Data Cleansing, Data Processing, Analytics, Data Visualization, Show all","Analysis, Spreadsheet Software, Case Studies, Data Analysis, Analytical Skills",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-data-analytics-capstone/XDP~COURSE!~google-data-analytics-capstone.jpeg,google-data-analytics-capstone,2026-04-26,https://www.coursera.org/learn/google-data-analytics-capstone,76,28,6
Project Initiation: Starting a Successful Project,Google Career Certificates,N/A,24169,"Learners who complete this program should be equipped to apply for introductory-level jobs as project managers. No previous experience is necessary.

By the end of this course, you will be able to: 
- Understand the significance of the project initiation phase of the project life cycle. 
- Describe the key components of the project initiation phase. 
- Determine a project’s benefits and costs.
- Define and create measurable project goals and deliverables. 
- Define project scope and differentiate among tasks that are in-scope and out-of-scope. 
- Understand how to manage scope creep to avoid impacting project goals.
- Define and measure a project’s success criteria. 
- Complete a stakeholder analysis and explain its significance.
- Utilize RACI charts to define and communicate project team member responsibilities.
- Understand the key components of project charters and develop a project charter for project initiation.
- Evaluate various project management tools to meet project needs, including generative AI.",2 weeks at 10 hours a week,"Stakeholder Management, Prompt Engineering Tools, Resource Management, Cost Benefit Analysis, Project Management Life Cycle, Project Documentation, Project Planning, Performance Metric, Show all","Stakeholder Management, Prompt Engineering Tools, Resource Management, Cost Benefit Analysis, Project Management Life Cycle",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~project-initiation-google/XDP~COURSE!~project-initiation-google.jpeg,project-initiation-google,2026-04-26,https://www.coursera.org/learn/project-initiation-google,147,29,16
Project Planning: Putting It All Together,Google Career Certificates,N/A,14774,"Learners who complete this program should be equipped to apply for introductory-level jobs as project managers. No previous experience is necessary.

By the end of this course, you will be able to: 
 - Describe the components of the project planning phase and their significance.
 - Explain why milestones are important and how to set them. 
 - Make accurate time estimates and describe techniques for acquiring them from team members.  
 - Identify tools and best practices to build a project plan and risk management plan. 
 - Describe how to estimate, track, and maintain a budget.
 - Explain the procurement process and identify key procurement documentation. 
 - Draft a communication plan and explain how to manage it.
 - Explain why milestones are important and how to set them. 
 - Explain why a project plan is necessary and what components it contains. 
 - Make accurate time estimates and describe techniques for acquiring them from team members.",2 weeks at 10 hours a week,"Project Management, Risk Management, Budgeting, Project Risk Management, Communication Planning, Cost Management, Technical Communication, Timelines, Milestones (Project Management), Estimation, Show all","Project Management, Risk Management, Budgeting, Project Risk Management, Communication Planning",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~project-planning-google/XDP~COURSE!~project-planning-google.jpeg,project-planning-google,2026-04-26,https://www.coursera.org/learn/project-planning-google,214,33,29
Project Execution: Running the Project,Google Career Certificates,N/A,10118,"In Course 4 of the Google Project Management Certificate program, you will delve into the execution and closing phases of the project life cycle. You will learn what aspects of a project to track and how to track them. You will also learn how to effectively manage and communicate changes, dependencies, and risks. As you explore quality management, you will learn how to measure customer satisfaction and implement continuous improvement and process improvement techniques. Next, you will examine how to prioritize data, how to use data to inform your decision-making, and how to effectively present that data. Then, you will strengthen your leadership skills as you study the stages of team development and how to manage team dynamics. After that, you will discover tools that provide effective project team communication, how to organize and facilitate meetings, and how to effectively communicate project status updates. Finally, you will examine the steps of the project closing process and how to create and share project closing documentation. Current Google project managers will continue to instruct you in how to accomplish all of these tasks, describing the right tools and resources for the job at hand.",3 weeks at 10 hours a week,"Continuous Improvement Process, Team Building, Stakeholder Communications, Quality Management, Data Storytelling, Project Risk Management, Quality Assessment, Project Closure, Team Management, Show all","Continuous Improvement Process, Team Building, Stakeholder Communications, Quality Management, Data Storytelling",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~project-execution-google/XDP~COURSE!~project-execution-google.jpeg,project-execution-google,2026-04-26,https://www.coursera.org/learn/project-execution-google,247,29,28
Agile Project Management,Google Career Certificates,N/A,15196,"This is the fifth course in the Google Project Management Certificate program. In this course, you will explore the history, approach, and philosophy of Agile project management, including the Scrum framework. You will learn how to differentiate and blend Agile and other project management approaches. As you progress through the course, you will learn more about Scrum, exploring its pillars and values and comparing essential Scrum Team roles. You will discover how to build, manage, and refine a Product Backlog, implement Agile’s value-driven delivery strategies, and define a value roadmap. You will also learn strategies to effectively organize the five important Scrum events for a Scrum Team, introduce an Agile or Scrum approach to an organization, and coach an Agile team. Finally, you will learn how to search for and land opportunities in Agile roles. Current Google project managers will continue to instruct you in how to accomplish all of these tasks, describing the right tools and resources for the job at hand.",2 weeks at 10 hours a week,"Product Roadmaps, Agile Software Development, User Story, Sprint Retrospectives, Agile Product Development, Influencing, Backlogs, Organizational Change, Agile Project Management, Coaching, Show all","Product Roadmaps, Agile Software Development, User Story, Sprint Retrospectives, Agile Product Development",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~agile-project-management/XDP~COURSE!~agile-project-management.jpeg,agile-project-management,2026-04-26,https://www.coursera.org/learn/agile-project-management,201,34,20
Capstone: Applying Project Management in the Real World,Google Career Certificates,N/A,13313,"You made it! Applying Project Management in the Real World is the final course in the Google Project Management program. In this capstone course, you will practice applying the project management knowledge and skills you have learned so far. If you haven’t taken Courses 1-6 yet, we highly recommend doing so, as they provide the foundation necessary to complete the activities in this course. As you progress through this course, you will “observe” a project manager in a real-world scenario and complete dozens of hands-on activities. By the end of this course, you will have developed a portfolio of project management artifacts that will demonstrate the skills you have learned throughout the entire program, such as the ability to manage stakeholders and teams, organize plans, and communicate project details. These artifacts can exhibit their career readiness when applying for jobs in the field.",4 weeks at 10 hours a week,"Stakeholder Communications, Problem Solving, Project Planning, Meeting Facilitation, Quality Assessment, Stakeholder Management, Project Management, Project Coordination, Stakeholder Engagement, Show all","Stakeholder Communications, Problem Solving, Project Planning, Meeting Facilitation, Quality Assessment",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~applying-project-management/XDP~COURSE!~applying-project-management.jpeg,applying-project-management,2026-04-26,https://www.coursera.org/learn/applying-project-management,205,19,36
Introduction to AI,Google Career Certificates,N/A,11829,"Discover how AI works and explore foundational AI concepts, such as machine learning. Learn about the rise of generative AI and how to perform tasks with it. By the end of this course, you’ll have an understanding of the capabilities and limitations of AI tools and how to integrate generative AI in the workplace.",N/A,"Critical Thinking, AI Enablement, Machine Learning, Innovation, Artificial Intelligence and Machine Learning (AI/ML), AI literacy, Model Training","Critical Thinking, AI Enablement, Machine Learning, Innovation, Artificial Intelligence and Machine Learning (AI/ML)",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-introduction-to-ai/XDP~COURSE!~google-introduction-to-ai.jpeg,google-introduction-to-ai,2026-04-26,https://www.coursera.org/learn/google-introduction-to-ai,26,4,4
Maximize Productivity With AI Tools,Google Career Certificates,N/A,3375,"Leverage generative AI tools to speed up work tasks and boost your productivity. Examine the important role humans play in the effective use of AI, and understand the types of workplace tasks you can augment with AI. By the end of this course, you will be able to determine if AI is right for a given task and how to use AI to accelerate workflows.",N/A,"AI Enablement, Business Workflow Analysis, Responsible AI, AI Integrations, Operational Efficiency, AI literacy, Model Training, Complex Problem Solving","AI Enablement, Business Workflow Analysis, Responsible AI, AI Integrations, Operational Efficiency",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-maximize-productivity-with-ai-tools/XDP~COURSE!~google-maximize-productivity-with-ai-tools.jpeg,google-maximize-productivity-with-ai-tools,2026-04-26,https://www.coursera.org/learn/google-maximize-productivity-with-ai-tools,33,6,5
Discover the Art of Prompting,Google Career Certificates,N/A,2166,"Write effective prompts to get the output you want. Learn how to incorporate prompting techniques, such as few-shot prompting, into your work. Understand how generative AI tools produce output and the importance of evaluating output. By the end of this course, you will be able to write clear and specific prompts and produce outputs that help accomplish workplace tasks.",N/A,"LLM Application, Content Creation, Large Language Modeling, Prompt Patterns, AI literacy","LLM Application, Content Creation, Large Language Modeling, Prompt Patterns, AI literacy",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-discover-the-art-of-prompting/XDP~COURSE!~google-discover-the-art-of-prompting.jpeg,google-discover-the-art-of-prompting,2026-04-26,https://www.coursera.org/learn/google-discover-the-art-of-prompting,35,5,6
Use AI Responsibly,Google Career Certificates,N/A,1892,"Use AI responsibly by mitigating biases and inaccuracies. Learn how to identify potential AI harms and recognize the security risks of using AI in the workplace. By the end of this course, you will gain an understanding of how to use AI responsibly and effectively.",N/A,"Critical Thinking, Social Impact, AI literacy, Analysis, Data Security, AI Security","Critical Thinking, Social Impact, AI literacy, Analysis, Data Security",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-use-ai-responsibly/XDP~COURSE!~google-use-ai-responsibly.jpeg,google-use-ai-responsibly,2026-04-26,https://www.coursera.org/learn/google-use-ai-responsibly,25,4,2
Stay Ahead of the AI Curve,Google Career Certificates,N/A,6453,"Continue developing your skills within the current and emerging AI landscape. Learn about the ways different organizations have leveraged AI and consider how these innovations may inspire your own AI-powered workplace solutions. By the end of this course, you'll develop a strategy to stay up to date with future AI developments.",N/A,"AI Integrations, Analysis, AI literacy, AI Enablement, Strategic Thinking","AI Integrations, Analysis, AI literacy, AI Enablement, Strategic Thinking",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-stay-ahead-of-the-ai-curve/XDP~COURSE!~google-stay-ahead-of-the-ai-curve.jpeg,google-stay-ahead-of-the-ai-curve,2026-04-26,https://www.coursera.org/learn/google-stay-ahead-of-the-ai-curve,14,6,4
Foundations of Cybersecurity,Google Career Certificates,N/A,41240,"This is the first course in the Google Cybersecurity Certificate. In this course, learners will be introduced to  the cybersecurity profession, including the primary job responsibilities and core skills of entry-level analysts; significant events that led to the development of the cybersecurity field; and security’s continued importance to organizational operations. Learners will also explore the Certified Information Systems Security Professional (CISSP) eight security domains, common security frameworks and controls, as well as the confidentiality, integrity, and availability (CIA) triad. This course covers a wide variety of cybersecurity topics to provide an overview of what’s to come in this certificate program. Learners who complete the eight courses in the Google Cybersecurity Certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.",1 week at 10 hours a week,"Security Management, Data Ethics, Cybersecurity, Information Assurance, Cyber Risk, Network Analysis, Security Information and Event Management (SIEM), Network Security, Security Controls, Show all","Security Management, Data Ethics, Cybersecurity, Information Assurance, Cyber Risk",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~foundations-of-cybersecurity/XDP~COURSE!~foundations-of-cybersecurity.jpeg,foundations-of-cybersecurity,2026-04-26,https://www.coursera.org/learn/foundations-of-cybersecurity,91,21,14
Play It Safe: Manage Security Risks,Google Career Certificates,N/A,10913,"By the end of this course, you will: 
- Identify the common threats, risks, and vulnerabilities to business operations.
- Understand the threats, risks, and vulnerabilities that entry-level cybersecurity analysts are most focused on.
- Comprehend the purpose of security frameworks and controls.
- Describe the confidentiality, integrity, and availability (CIA) triad.
- Explain the National Institute of Standards and Technology (NIST) framework.
- Explore and practice conducting a security audit.
- Use a playbook to respond to threats, risks, and vulnerabilities.",N/A,"Computer Security, Risk Mitigation, Event Monitoring, Vulnerability Management, Auditing, Threat Management, Security Controls, Cyber Risk, Incident Response, Business Risk Management, Show all","Computer Security, Risk Mitigation, Event Monitoring, Vulnerability Management, Auditing",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~manage-security-risks/XDP~COURSE!~manage-security-risks.jpeg,manage-security-risks,2026-04-26,https://www.coursera.org/learn/manage-security-risks,106,21,15
Connect and Protect: Networks and Network Security,Google Career Certificates,N/A,7192,"This course provides a brief introduction to network architecture, operations, intrusion tactics, and security hardening. Learners will also be introduced to common network protocols and how systems use the TCP/IP model to communicate within a network. Learners will gain an understanding of network level vulnerabilities and how to secure a network against those vulnerabilities. Network security topics will include firewalls, virtual private networks (VPNs), system hardening, and virtual private networks.",1 week at 10 hours a week,"Network Model, Network Architecture, General Networking, Network Infrastructure, Vulnerability Assessments, Cloud Security, Network Security, Virtual Private Networks (VPN), Cybersecurity, Hardening, Show all","Network Model, Network Architecture, General Networking, Network Infrastructure, Vulnerability Assessments",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~networks-and-network-security/XDP~COURSE!~networks-and-network-security.jpeg,networks-and-network-security,2026-04-26,https://www.coursera.org/learn/networks-and-network-security,86,33,19
Tools of the Trade: Linux and SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,570000,N/A,N/A,2026-04-26,https://www.coursera.org/learn/linux-and-sql,N/A,N/A,N/A
"Assets, Threats, and Vulnerabilities",Google Career Certificates,N/A,4109,"This is the fifth course in the Google Cybersecurity Certificate. These courses will further explore the importance of protecting organizational assets from threats, risks, and vulnerabilities. They will also continue to develop an understanding of asset classification and how to use the National Institute of Standards and Technology’s (NIST) Cybersecurity Framework (CSF), as well as security controls, to protect assets and mitigate risk. Additionally, learners will gain an understanding of how to develop a threat actor mindset to help protect assets from ever-evolving threat actor tactics and techniques.",2 weeks at 10 hours a week,"Threat Modeling, Threat Management, Threat Detection, Vulnerability Assessments, Data Security, Identity and Access Management, Cybersecurity, Authentications, Security Awareness, Malware Protection, Show all","Threat Modeling, Threat Management, Threat Detection, Vulnerability Assessments, Data Security",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~assets-threats-and-vulnerabilities/XDP~COURSE!~assets-threats-and-vulnerabilities.jpeg,assets-threats-and-vulnerabilities,2026-04-26,https://www.coursera.org/learn/assets-threats-and-vulnerabilities,143,45,26
Sound the Alarm: Detection and Response,Google Career Certificates,N/A,3355,"This is the sixth course in the Google Cybersecurity Certificate. Learners will focus on incident detection and response. They will learn what defines a security incident and explain the incident response lifecycle, including the roles and responsibilities of incident response teams. Learners will analyze and interpret network communications to detect security incidents using packet sniffing tools to capture network traffic. By assessing and analyzing artifacts, learners will explore the incident investigation and response processes and procedures. Additionally, they will develop a conceptual overview of log data and their role in intrusion detection systems (IDS) and Security Information Event Management (SIEM) tools. Learners who complete this certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.",2 weeks at 10 hours a week,"Continuous Monitoring, Network Monitoring, Document Management, Threat Detection, Network Protocols, Security Controls, Cyber Threat Intelligence, Intrusion Detection and Prevention, Show all","Continuous Monitoring, Network Monitoring, Document Management, Threat Detection, Network Protocols",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~detection-and-response/XDP~COURSE!~detection-and-response.jpeg,detection-and-response,2026-04-26,https://www.coursera.org/learn/detection-and-response,121,41,25
Automate Cybersecurity Tasks with Python,Google Career Certificates,N/A,3549,"This is the seventh course in the Google Cybersecurity Certificate. In this course, learners will be introduced to the Python programming language and learn how to apply it to a security setting to automate tasks.  First, learners will focus on key foundational Python programming concepts, including data types, variables, conditional statements and iterative statements.  Next, they will learn to work effectively with Python by developing functions, using libraries and  modules, and making their code readable.  Following this, they will explore working with string and list data.  A final component of learning to automate tasks through Python will be an exploration of how to import and parse files, and then the course will conclude with a focus on debugging.",3 weeks at 10 hours a week,"Data Structures, Algorithms, Scripting, IT Automation, Maintainability, Debugging, Data Import/Export, File I/O, Automation, Programming Principles, Scripting Languages, Computer Programming, Show all","Data Structures, Algorithms, Scripting, IT Automation, Maintainability",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~automate-cybersecurity-tasks-with-python/XDP~COURSE!~automate-cybersecurity-tasks-with-python.jpeg,automate-cybersecurity-tasks-with-python,2026-04-26,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,160,35,17
Put It to Work: Prepare for Cybersecurity Jobs,Google Career Certificates,N/A,6293,"This is the eighth course in the Google Cybersecurity Certificate. In this course, learners will define incident escalation from a security analyst perspective and explore the various security incident classification types. Learners will recognize the impact security incidents can have on an organization if they are not properly escalated and resolved. Learners will also be able to define what a stakeholder is and recognize which security incidents are tied to specific stakeholders. They will develop communication and collaboration skills needed to inform and influence stakeholders within their organizations. Furthermore, they will explore how to ethically operate as security professionals. Learners will also discover how to engage with the larger security community and will receive an introduction to the use of AI in cybersecurity for professional workflows.",1 week at 10 hours a week,"Security Management, Incident Management, Data Security, Computer Security Incident Management, Cybersecurity, Incident Response, Cyber Threat Intelligence, Security Awareness, Data Ethics, Show all","Security Management, Incident Management, Data Security, Computer Security Incident Management, Cybersecurity",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~prepare-for-cybersecurity-jobs/XDP~COURSE!~prepare-for-cybersecurity-jobs.jpeg,prepare-for-cybersecurity-jobs,2026-04-26,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,108,31,16
Foundations of Digital Marketing and E-commerce,Google Career Certificates,N/A,31328,"Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks, and helping you build your skills and prepare for the job. 

Learners who complete the seven courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Define the fields of digital marketing and e-commerce
- Describe the job responsibilities of an entry-level digital marketing coordinator and e-commerce analyst (and similar job titles) 
- Summarize how this program will help prepare you for a career in digital marketing and e-commerce
- Identify the roles and functions that digital marketing and e-commerce play within an organization
- Understand the customer journey and the function of journey maps
- Explain the concept of a marketing funnel
- Understand the elements and goals of a digital marketing and e-commerce strategy",1 week at 10 hours a week,"Marketing, Digital Marketing, Conversion Funnel Analysis, Performance Measurement, Brand Awareness, Data-Driven Decision-Making, Digital Media Strategy, Search Engine Marketing, Show all","Marketing, Digital Marketing, Conversion Funnel Analysis, Performance Measurement, Brand Awareness",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~foundations-of-digital-marketing-and-e-commerce/XDP~COURSE!~foundations-of-digital-marketing-and-e-commerce.jpeg,foundations-of-digital-marketing-and-e-commerce,2026-04-26,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce,154,28,17
Attract and Engage Customers with Digital Marketing,Google Career Certificates,N/A,7741,"Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job. 

Learners who complete the eight courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Identify customer personas and build your target audience
- Describe the marketing funnel’s purpose and benefits
- Know how to increase your conversion rate
- Explain the purpose of SEO and the essential SEO terms to know
- Use Google Search Console and its reports to monitor a site’s presence in Google Search results
- Recognize the benefits of SEM and why to do it
- Understand the fundamentals of Google Ads and targeting audiences",1 week at 10 hours a week,"Digital Advertising, Marketing Strategies, Target Audience, Search Engine Marketing, Customer Analysis, Online Advertising, Advertising Campaigns, Keyword Research, Content Optimization, Show all","Digital Advertising, Marketing Strategies, Target Audience, Search Engine Marketing, Customer Analysis",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~attract-and-engage-customers/XDP~COURSE!~attract-and-engage-customers.jpeg,attract-and-engage-customers,2026-04-26,https://www.coursera.org/learn/attract-and-engage-customers,172,36,20
